"ligand","receptor","LR pair"
"CD8A","HLA-G","CD8A - HLA-G"
"CD8A","IL2RA","CD8A - IL2RA"
"CD8A","IL2RB","CD8A - IL2RB"
"CD8A","IL2RG","CD8A - IL2RG"
"CD8A","IL2","CD8A - IL2"
"CD8A","PRF1","CD8A - PRF1"
"CD8A","TRAC","CD8A - TRAC"
"CD8A","TRBC1","CD8A - TRBC1"
"CD8A","TRBV12-3","CD8A - TRBV12-3"
"CD8B","CD28","CD8B - CD28"
"CD8B","CD80","CD8B - CD80"
"CD8B","CD86","CD8B - CD86"
"CD8B","HLA-A","CD8B - HLA-A"
"CD8B","HLA-B","CD8B - HLA-B"
"CD8B","HLA-C","CD8B - HLA-C"
"CD8B","HLA-E","CD8B - HLA-E"
"CD8B","HLA-F","CD8B - HLA-F"
"CD8B","HLA-G","CD8B - HLA-G"
"CD8B","IL2RA","CD8B - IL2RA"
"CD8B","IL2RB","CD8B - IL2RB"
"CD8B","IL2RG","CD8B - IL2RG"
"CD8B","IL2","CD8B - IL2"
"CD8B","MC3R","CD8B - MC3R"
"CD8B","MRAP","CD8B - MRAP"
"CD8B","PRF1","CD8B - PRF1"
"CD8B","TRAC","CD8B - TRAC"
"CD8B","TRBC1","CD8B - TRBC1"
"CD8B","TRBV12-3","CD8B - TRBV12-3"
"CD9","GP1BA","CD9 - GP1BA"
"CD9","HBEGF","CD9 - HBEGF"
"CD9","HLA-A","CD9 - HLA-A"
"CD9","HLA-DRB1","CD9 - HLA-DRB1"
"CD9","IZUMO1","CD9 - IZUMO1"
"CD9","IZUMO4","CD9 - IZUMO4"
"CD9","LGALS3BP","CD9 - LGALS3BP"
"CD93","COL4A2","CD93 - COL4A2"
"CD93","COL4A3","CD93 - COL4A3"
"CD93","COL4A4","CD93 - COL4A4"
"CD93","KIR2DL2","CD93 - KIR2DL2"
"CDH1","DDR1","CDH1 - DDR1"
"CDH1","DDR2","CDH1 - DDR2"
"CDH1","DKK3","CDH1 - DKK3"
"CDH1","DLG1","CDH1 - DLG1"
"CDH1","EFNA1","CDH1 - EFNA1"
"CDH1","EGF","CDH1 - EGF"
"CDH1","EPHA2","CDH1 - EPHA2"
"CDH1","ESR1","CDH1 - ESR1"
"CDH1","F2RL2","CDH1 - F2RL2"
"CDH1","HGF","CDH1 - HGF"
"CDH1","IGF1R","CDH1 - IGF1R"
"CDH1","IGF1","CDH1 - IGF1"
"CDH1","KLRG1","CDH1 - KLRG1"
"CDH1","LOXL2","CDH1 - LOXL2"
"CDH1","MMP7","CDH1 - MMP7"
"CDH1","PTPRM","CDH1 - PTPRM"
"CDH1","PVRL1","CDH1 - PVRL1"
"CDH1","PVR","CDH1 - PVR"
"CDH1","SEMA5B","CDH1 - SEMA5B"
"CDH1","SFRP2","CDH1 - SFRP2"
"CDH13","ESR1","CDH13 - ESR1"
"CDH13","MTNR1B","CDH13 - MTNR1B"
"CDH2","DDR1","CDH2 - DDR1"
"CDH2","DDR2","CDH2 - DDR2"
"CDH2","FGFR1","CDH2 - FGFR1"
"CDH2","FGFR4","CDH2 - FGFR4"
"CDH2","GRIA2","CDH2 - GRIA2"
"CDH2","GRIK2","CDH2 - GRIK2"
"CDH2","GRIN1","CDH2 - GRIN1"
"CDH2","GRIN2D","CDH2 - GRIN2D"
"CDH2","GSN","CDH2 - GSN"
"CDH2","LRP5","CDH2 - LRP5"
"CDH2","LRP6","CDH2 - LRP6"
"CDH2","MMP9","CDH2 - MMP9"
"CDH2","NGFR","CDH2 - NGFR"
"CDH2","NTRK1","CDH2 - NTRK1"
"CDH2","PTPRB","CDH2 - PTPRB"
"CDH2","PTPRG","CDH2 - PTPRG"
"CDH2","PTPRK","CDH2 - PTPRK"
"CDH2","PTPRO","CDH2 - PTPRO"
"CDH2","PTPRR","CDH2 - PTPRR"
"CDH2","RYK","CDH2 - RYK"
"CDH5","EGFR","CDH5 - EGFR"
"CDH5","EPHA2","CDH5 - EPHA2"
"CDH5","PTPRJ","CDH5 - PTPRJ"
"CDH5","VEGFA","CDH5 - VEGFA"
"CDON","DHH","CDON - DHH"
"CDON","IHH","CDON - IHH"
"CDON","NEO1","CDON - NEO1"
"CDON","NTN3","CDON - NTN3"
"CDON","PTCH1","CDON - PTCH1"
"CDON","SHH","CDON - SHH"
"CDON","SMO","CDON - SMO"
"CDSN","HNF4A","CDSN - HNF4A"
"CDSN","KLK7","CDSN - KLK7"
"CDSN","MMRN1","CDSN - MMRN1"
"CEACAM8","FN1","CEACAM8 - FN1"
"CEACAM8","ITGA5","CEACAM8 - ITGA5"
"CEACAM8","ITGB1","CEACAM8 - ITGB1"
"CEL","APOA1","CEL - APOA1"
"CEL","CLPS","CEL - CLPS"
"CEL","LCAT","CEL - LCAT"
"CEL","LTF","CEL - LTF"
"CEL","NPC1L1","CEL - NPC1L1"
"CEL","PNLIP","CEL - PNLIP"
"CELSR1","ESR1","CELSR1 - ESR1"
"CELSR1","HLA-DRA","CELSR1 - HLA-DRA"
"CELSR1","LYPD6","CELSR1 - LYPD6"
"CELSR1","NXPH2","CELSR1 - NXPH2"
"CELSR1","RYK","CELSR1 - RYK"
"CELSR1","CHRNA9","CELSR1 - CHRNA9"
"CELSR2","LYPD6","CELSR2 - LYPD6"
"CELSR2","NXPH2","CELSR2 - NXPH2"
"CELSR2","TNF","CELSR2 - TNF"
"CELSR2","RYK","CELSR2 - RYK"
"CELSR3","RYK","CELSR3 - RYK"
"CER1","ACVR1B","CER1 - ACVR1B"
"CER1","ACVR1C","CER1 - ACVR1C"
"CER1","ACVR2A","CER1 - ACVR2A"
"CER1","ACVR2B","CER1 - ACVR2B"
"CER1","CFC1","CER1 - CFC1"
"CER1","GDF1","CER1 - GDF1"
"CER1","NODAL","CER1 - NODAL"
"CER1","TDGF1","CER1 - TDGF1"
"CER1","WNT10A","CER1 - WNT10A"
"CER1","WNT10B","CER1 - WNT10B"
"CER1","WNT11","CER1 - WNT11"
"CER1","WNT16","CER1 - WNT16"
"CER1","WNT1","CER1 - WNT1"
"CER1","WNT2B","CER1 - WNT2B"
"CER1","WNT2","CER1 - WNT2"
"CER1","WNT3A","CER1 - WNT3A"
"CER1","WNT3","CER1 - WNT3"
"CER1","WNT4","CER1 - WNT4"
"CER1","WNT5A","CER1 - WNT5A"
"CER1","WNT5B","CER1 - WNT5B"
"CER1","WNT6","CER1 - WNT6"
"CER1","WNT7A","CER1 - WNT7A"
"CER1","WNT7B","CER1 - WNT7B"
"CER1","WNT8A","CER1 - WNT8A"
"CER1","WNT8B","CER1 - WNT8B"
"CER1","WNT9A","CER1 - WNT9A"
"CER1","WNT9B","CER1 - WNT9B"
"CERCAM","DNASE2B","CERCAM - DNASE2B"
"CERCAM","GGH","CERCAM - GGH"
"CERCAM","KLK5","CERCAM - KLK5"
"CERCAM","LIPH","CERCAM - LIPH"
"CERCAM","PLAUR","CERCAM - PLAUR"
"CERCAM","PTPRK","CERCAM - PTPRK"
"CES1","RBP4","CES1 - RBP4"
"CES1","SDF2L1","CES1 - SDF2L1"
"CES3","PTPRK","CES3 - PTPRK"
"CES4A","RBP4","CES4A - RBP4"
"CES5A","PLA2G10","CES5A - PLA2G10"
"CES5A","PLA2G12A","CES5A - PLA2G12A"
"CES5A","PLA2G12B","CES5A - PLA2G12B"
"CES5A","PLA2G1B","CES5A - PLA2G1B"
"CES5A","PLA2G2A","CES5A - PLA2G2A"
"CES5A","PLA2G2C","CES5A - PLA2G2C"
"CES5A","PLA2G2D","CES5A - PLA2G2D"
"CES5A","PLA2G2E","CES5A - PLA2G2E"
"CES5A","PLA2G3","CES5A - PLA2G3"
"CES5A","PLA2G5","CES5A - PLA2G5"
"CES5A","RBP4","CES5A - RBP4"
"CETP","LPL","CETP - LPL"
"CFB","C5","CFB - C5"
"CFB","CFHR3","CFB - CFHR3"
"CFB","CUL5","CFB - CUL5"
"CFB","F2","CFB - F2"
"CFB","HNF4A","CFB - HNF4A"
"CFC1","ACVR1B","CFC1 - ACVR1B"
"CFC1","ACVR1C","CFC1 - ACVR1C"
"CFC1","GDF1","CFC1 - GDF1"
"CFC1","LEFTY1","CFC1 - LEFTY1"
"CFC1","LEFTY2","CFC1 - LEFTY2"
"CFC1","NODAL","CFC1 - NODAL"
"CFD","C3","CFD - C3"
"CFD","F2","CFD - F2"
"CFH","DMP1","CFH - DMP1"
"CFH","F2","CFH - F2"
"CFH","PTX3","CFH - PTX3"
"CFHR1","LBP","CFHR1 - LBP"
"CFHR2","HNF4A","CFHR2 - HNF4A"
"CFHR3","CFI","CFHR3 - CFI"
"CFI","C4A","CFI - C4A"
"CFI","C4B","CFI - C4B"
"CFI","GLP1R","CFI - GLP1R"
"CGA","CGB5","CGA - CGB5"
"CGA","CGB7","CGA - CGB7"
"CGA","CGB8","CGA - CGB8"
"CGA","CXCR1","CGA - CXCR1"
"CGA","CXCR2","CGA - CXCR2"
"CGA","DRD1","CGA - DRD1"
"CGA","DRD2","CGA - DRD2"
"CGA","DRD3","CGA - DRD3"
"CGA","DRD4","CGA - DRD4"
"CGA","DRD5","CGA - DRD5"
"CGA","FZD10","CGA - FZD10"
"CGA","FZD1","CGA - FZD1"
"CGA","FZD2","CGA - FZD2"
"CGA","FZD3","CGA - FZD3"
"CGA","FZD4","CGA - FZD4"
"CGA","FZD5","CGA - FZD5"
"CGA","FZD6","CGA - FZD6"
"CGA","FZD7","CGA - FZD7"
"CGA","FZD8","CGA - FZD8"
"CGA","FZD9","CGA - FZD9"
"CGA","GRM1","CGA - GRM1"
"CGA","GRM2","CGA - GRM2"
"CGA","GRM3","CGA - GRM3"
"CGA","GRM4","CGA - GRM4"
"CGA","GRM5","CGA - GRM5"
"CGA","GRM6","CGA - GRM6"
"CGA","GRM7","CGA - GRM7"
"CGA","GRM8","CGA - GRM8"
"CGA","LHB","CGA - LHB"
"CGA","POMC","CGA - POMC"
"CGA","SMO","CGA - SMO"
"CGA","TSHR","CGA - TSHR"
"CGB","ALPL","CGB - ALPL"
"CGB","ALPPL2","CGB - ALPPL2"
"CGB","APOB","CGB - APOB"
"CGB","AR","CGB - AR"
"CGB","CCL2","CGB - CCL2"
"CGB","CTSD","CGB - CTSD"
"CGB","CXCL12","CGB - CXCL12"
"CGB","CXCL8","CGB - CXCL8"
"CGB","CXCR1","CGB - CXCR1"
"CGB","CXCR2","CGB - CXCR2"
"CGB","DKK1","CGB - DKK1"
"CGB","DKK2","CGB - DKK2"
"CGB","DRD1","CGB - DRD1"
"CGB","DRD2","CGB - DRD2"
"CGB","DRD3","CGB - DRD3"
"CGB","DRD4","CGB - DRD4"
"CGB","DRD5","CGB - DRD5"
"CGB","EDN1","CGB - EDN1"
"CGB","EGFR","CGB - EGFR"
"CGB","EGF","CGB - EGF"
"CGB","ESR1","CGB - ESR1"
"CGB","ESR2","CGB - ESR2"
"CGB","FAS","CGB - FAS"
"CGB","FLT1","CGB - FLT1"
"CGB","FSHB","CGB - FSHB"
"CGB","FZD10","CGB - FZD10"
"CGB","FZD1","CGB - FZD1"
"CGB","FZD2","CGB - FZD2"
"CGB","FZD3","CGB - FZD3"
"CGB","FZD4","CGB - FZD4"
"CGB","FZD5","CGB - FZD5"
"CGB","FZD6","CGB - FZD6"
"CGB","FZD7","CGB - FZD7"
"CGB","FZD8","CGB - FZD8"
"CGB","FZD9","CGB - FZD9"
"CGB","GH1","CGB - GH1"
"CGB","GRM1","CGB - GRM1"
"CGB","GRM2","CGB - GRM2"
"CGB","GRM3","CGB - GRM3"
"CGB","GRM4","CGB - GRM4"
"CGB","GRM5","CGB - GRM5"
"CGB","GRM6","CGB - GRM6"
"CGB","GRM7","CGB - GRM7"
"CGB","GRM8","CGB - GRM8"
"CGB","IGF1R","CGB - IGF1R"
"CGB","IGF1","CGB - IGF1"
"CGB","IGF2","CGB - IGF2"
"CGB","IGFBP1","CGB - IGFBP1"
"CGB","IGFBP2","CGB - IGFBP2"
"CGB","IGFBP3","CGB - IGFBP3"
"CGB","IL11","CGB - IL11"
"CGB","IL1B","CGB - IL1B"
"CGB","IL1RN","CGB - IL1RN"
"CGB","IL6","CGB - IL6"
"CGB","INHBA","CGB - INHBA"
"CGB","INS","CGB - INS"
"CGB","KCNA5","CGB - KCNA5"
"CGB","KLK3","CGB - KLK3"
"CGB","LEP","CGB - LEP"
"CGB","LHB","CGB - LHB"
"CGB","MMP3","CGB - MMP3"
"CGB","MMP7","CGB - MMP7"
"CGB","MMP9","CGB - MMP9"
"CGB","NR1I2","CGB - NR1I2"
"CGB","NR3C1","CGB - NR3C1"
"CGB","NR3C2","CGB - NR3C2"
"CGB","NR5A1","CGB - NR5A1"
"CGB","PAEP","CGB - PAEP"
"CGB","PGR","CGB - PGR"
"CGB","PLAT","CGB - PLAT"
"CGB","PRL","CGB - PRL"
"CGB","PTHLH","CGB - PTHLH"
"CGB","SFRP4","CGB - SFRP4"
"CGB","SMO","CGB - SMO"
"CGB","SOD1","CGB - SOD1"
"CGB","TFF1","CGB - TFF1"
"CGB","TGFB1","CGB - TGFB1"
"CGB","VEGFA","CGB - VEGFA"
"CGB5","ALPL","CGB5 - ALPL"
"CGB5","ALPPL2","CGB5 - ALPPL2"
"CGB5","APOB","CGB5 - APOB"
"CGB5","AR","CGB5 - AR"
"CGB5","CCL2","CGB5 - CCL2"
"CGB5","CGA","CGB5 - CGA"
"CGB5","CTSD","CGB5 - CTSD"
"CGB5","CXCL12","CGB5 - CXCL12"
"CGB5","CXCL8","CGB5 - CXCL8"
"CGB5","CXCR1","CGB5 - CXCR1"
"CGB5","CXCR2","CGB5 - CXCR2"
"CGB5","DKK1","CGB5 - DKK1"
"CGB5","DKK2","CGB5 - DKK2"
"CGB5","DRD1","CGB5 - DRD1"
"CGB5","DRD2","CGB5 - DRD2"
"CGB5","DRD3","CGB5 - DRD3"
"CGB5","DRD4","CGB5 - DRD4"
"CGB5","DRD5","CGB5 - DRD5"
"CGB5","EDN1","CGB5 - EDN1"
"CGB5","EGFR","CGB5 - EGFR"
"CGB5","EGF","CGB5 - EGF"
"CGB5","ESR1","CGB5 - ESR1"
"CGB5","ESR2","CGB5 - ESR2"
"CGB5","FAS","CGB5 - FAS"
"CGB5","FLT1","CGB5 - FLT1"
"CGB5","FSHB","CGB5 - FSHB"
"CGB5","FZD10","CGB5 - FZD10"
"CGB5","FZD1","CGB5 - FZD1"
"CGB5","FZD2","CGB5 - FZD2"
"CGB5","FZD3","CGB5 - FZD3"
"CGB5","FZD4","CGB5 - FZD4"
"CGB5","FZD5","CGB5 - FZD5"
"CGB5","FZD6","CGB5 - FZD6"
"CGB5","FZD7","CGB5 - FZD7"
"CGB5","FZD8","CGB5 - FZD8"
"CGB5","FZD9","CGB5 - FZD9"
"CGB5","GH1","CGB5 - GH1"
"CGB5","GRM1","CGB5 - GRM1"
"CGB5","GRM2","CGB5 - GRM2"
"CGB5","GRM3","CGB5 - GRM3"
"CGB5","GRM4","CGB5 - GRM4"
"CGB5","GRM5","CGB5 - GRM5"
"CGB5","GRM6","CGB5 - GRM6"
"CGB5","GRM7","CGB5 - GRM7"
"CGB5","GRM8","CGB5 - GRM8"
"CGB5","IGF1R","CGB5 - IGF1R"
"CGB5","IGF1","CGB5 - IGF1"
"CGB5","IGF2","CGB5 - IGF2"
"CGB5","IGFBP1","CGB5 - IGFBP1"
"CGB5","IGFBP2","CGB5 - IGFBP2"
"CGB5","IGFBP3","CGB5 - IGFBP3"
"CGB5","IL11","CGB5 - IL11"
"CGB5","IL1B","CGB5 - IL1B"
"CGB5","IL1RN","CGB5 - IL1RN"
"CGB5","IL6","CGB5 - IL6"
"CGB5","INHBA","CGB5 - INHBA"
"CGB5","INS","CGB5 - INS"
"CGB5","KCNA5","CGB5 - KCNA5"
"CGB5","KLK3","CGB5 - KLK3"
"CGB5","LEP","CGB5 - LEP"
"CGB5","LHB","CGB5 - LHB"
"CGB5","LHCGR","CGB5 - LHCGR"
"CGB5","MMP3","CGB5 - MMP3"
"CGB5","MMP7","CGB5 - MMP7"
"CGB5","MMP9","CGB5 - MMP9"
"CGB5","NR1I2","CGB5 - NR1I2"
"CGB5","NR3C1","CGB5 - NR3C1"
"CGB5","NR3C2","CGB5 - NR3C2"
"CGB5","NR5A1","CGB5 - NR5A1"
"CGB5","PAEP","CGB5 - PAEP"
"CGB5","PGR","CGB5 - PGR"
"CGB5","PLAT","CGB5 - PLAT"
"CGB5","PRL","CGB5 - PRL"
"CGB5","PTHLH","CGB5 - PTHLH"
"CGB5","SFRP4","CGB5 - SFRP4"
"CGB5","SMO","CGB5 - SMO"
"CGB5","SOD1","CGB5 - SOD1"
"CGB5","TFF1","CGB5 - TFF1"
"CGB5","TGFB1","CGB5 - TGFB1"
"CGB5","VEGFA","CGB5 - VEGFA"
"CGB7","ALPL","CGB7 - ALPL"
"CGB7","ALPPL2","CGB7 - ALPPL2"
"CGB7","APOB","CGB7 - APOB"
"CGB7","AR","CGB7 - AR"
"CGB7","CCL2","CGB7 - CCL2"
"CGB7","CGA","CGB7 - CGA"
"CGB7","CTSD","CGB7 - CTSD"
"CGB7","CXCL12","CGB7 - CXCL12"
"CGB7","CXCL8","CGB7 - CXCL8"
"CGB7","CXCR1","CGB7 - CXCR1"
"CGB7","CXCR2","CGB7 - CXCR2"
"CGB7","DKK1","CGB7 - DKK1"
"CGB7","DKK2","CGB7 - DKK2"
"CGB7","DRD1","CGB7 - DRD1"
"CGB7","DRD2","CGB7 - DRD2"
"CGB7","DRD3","CGB7 - DRD3"
"CGB7","DRD4","CGB7 - DRD4"
"CGB7","DRD5","CGB7 - DRD5"
"CGB7","EDN1","CGB7 - EDN1"
"CGB7","EGFR","CGB7 - EGFR"
"CGB7","EGF","CGB7 - EGF"
"CGB7","ESR1","CGB7 - ESR1"
"CGB7","ESR2","CGB7 - ESR2"
"CGB7","FAS","CGB7 - FAS"
"CGB7","FLT1","CGB7 - FLT1"
"CGB7","FSHB","CGB7 - FSHB"
"CGB7","FZD10","CGB7 - FZD10"
"CGB7","FZD1","CGB7 - FZD1"
"CGB7","FZD2","CGB7 - FZD2"
"CGB7","FZD3","CGB7 - FZD3"
"CGB7","FZD4","CGB7 - FZD4"
"CGB7","FZD5","CGB7 - FZD5"
"CGB7","FZD6","CGB7 - FZD6"
"CGB7","FZD7","CGB7 - FZD7"
"CGB7","FZD8","CGB7 - FZD8"
"CGB7","FZD9","CGB7 - FZD9"
"CGB7","GH1","CGB7 - GH1"
"CGB7","GRM1","CGB7 - GRM1"
"CGB7","GRM2","CGB7 - GRM2"
"CGB7","GRM3","CGB7 - GRM3"
"CGB7","GRM4","CGB7 - GRM4"
"CGB7","GRM5","CGB7 - GRM5"
"CGB7","GRM6","CGB7 - GRM6"
"CGB7","GRM7","CGB7 - GRM7"
"CGB7","GRM8","CGB7 - GRM8"
"CGB7","IGF1R","CGB7 - IGF1R"
"CGB7","IGF1","CGB7 - IGF1"
"CGB7","IGF2","CGB7 - IGF2"
"CGB7","IGFBP1","CGB7 - IGFBP1"
"CGB7","IGFBP2","CGB7 - IGFBP2"
"CGB7","IGFBP3","CGB7 - IGFBP3"
"CGB7","IL11","CGB7 - IL11"
"CGB7","IL1B","CGB7 - IL1B"
"CGB7","IL1RN","CGB7 - IL1RN"
"CGB7","IL6","CGB7 - IL6"
"CGB7","INHBA","CGB7 - INHBA"
"CGB7","INS","CGB7 - INS"
"CGB7","KCNA5","CGB7 - KCNA5"
"CGB7","KLK3","CGB7 - KLK3"
"CGB7","LEP","CGB7 - LEP"
"CGB7","LHB","CGB7 - LHB"
"CGB7","LHCGR","CGB7 - LHCGR"
"CGB7","MMP3","CGB7 - MMP3"
"CGB7","MMP7","CGB7 - MMP7"
"CGB7","MMP9","CGB7 - MMP9"
"CGB7","NR1I2","CGB7 - NR1I2"
"CGB7","NR3C1","CGB7 - NR3C1"
"CGB7","NR3C2","CGB7 - NR3C2"
"CGB7","NR5A1","CGB7 - NR5A1"
"CGB7","PAEP","CGB7 - PAEP"
"CGB7","PGR","CGB7 - PGR"
"CGB7","PLAT","CGB7 - PLAT"
"CGB7","PRL","CGB7 - PRL"
"CGB7","PTHLH","CGB7 - PTHLH"
"CGB7","SFRP4","CGB7 - SFRP4"
"CGB7","SMO","CGB7 - SMO"
"CGB7","SOD1","CGB7 - SOD1"
"CGB7","TFF1","CGB7 - TFF1"
"CGB7","TGFB1","CGB7 - TGFB1"
"CGB7","VEGFA","CGB7 - VEGFA"
"CGB8","ALPL","CGB8 - ALPL"
"CGB8","ALPPL2","CGB8 - ALPPL2"
"CGB8","APOB","CGB8 - APOB"
"CGB8","AR","CGB8 - AR"
"CGB8","CCL2","CGB8 - CCL2"
"CGB8","CGA","CGB8 - CGA"
"CGB8","CTSD","CGB8 - CTSD"
"CGB8","CXCL12","CGB8 - CXCL12"
"CGB8","CXCL8","CGB8 - CXCL8"
"CGB8","CXCR1","CGB8 - CXCR1"
"CGB8","CXCR2","CGB8 - CXCR2"
"CGB8","DKK1","CGB8 - DKK1"
"CGB8","DKK2","CGB8 - DKK2"
"CGB8","DRD1","CGB8 - DRD1"
"CGB8","DRD2","CGB8 - DRD2"
"CGB8","DRD3","CGB8 - DRD3"
"CGB8","DRD4","CGB8 - DRD4"
"CGB8","DRD5","CGB8 - DRD5"
"CGB8","EDN1","CGB8 - EDN1"
"CGB8","EGFR","CGB8 - EGFR"
"CGB8","EGF","CGB8 - EGF"
"CGB8","ESR1","CGB8 - ESR1"
"CGB8","ESR2","CGB8 - ESR2"
"CGB8","FAS","CGB8 - FAS"
"CGB8","FLT1","CGB8 - FLT1"
"CGB8","FSHB","CGB8 - FSHB"
"CGB8","FZD10","CGB8 - FZD10"
"CGB8","FZD1","CGB8 - FZD1"
"CGB8","FZD2","CGB8 - FZD2"
"CGB8","FZD3","CGB8 - FZD3"
"CGB8","FZD4","CGB8 - FZD4"
"CGB8","FZD5","CGB8 - FZD5"
"CGB8","FZD6","CGB8 - FZD6"
"CGB8","FZD7","CGB8 - FZD7"
"CGB8","FZD8","CGB8 - FZD8"
"CGB8","FZD9","CGB8 - FZD9"
"CGB8","GH1","CGB8 - GH1"
"CGB8","GRM1","CGB8 - GRM1"
"CGB8","GRM2","CGB8 - GRM2"
"CGB8","GRM3","CGB8 - GRM3"
"CGB8","GRM4","CGB8 - GRM4"
"CGB8","GRM5","CGB8 - GRM5"
"CGB8","GRM6","CGB8 - GRM6"
"CGB8","GRM7","CGB8 - GRM7"
"CGB8","GRM8","CGB8 - GRM8"
"CGB8","IGF1R","CGB8 - IGF1R"
"CGB8","IGF1","CGB8 - IGF1"
"CGB8","IGF2","CGB8 - IGF2"
"CGB8","IGFBP1","CGB8 - IGFBP1"
"CGB8","IGFBP2","CGB8 - IGFBP2"
"CGB8","IGFBP3","CGB8 - IGFBP3"
"CGB8","IL11","CGB8 - IL11"
"CGB8","IL1B","CGB8 - IL1B"
"CGB8","IL1RN","CGB8 - IL1RN"
"CGB8","IL6","CGB8 - IL6"
"CGB8","INHBA","CGB8 - INHBA"
"CGB8","INS","CGB8 - INS"
"CGB8","KCNA5","CGB8 - KCNA5"
"CGB8","KLK3","CGB8 - KLK3"
"CGB8","LEP","CGB8 - LEP"
"CGB8","LHB","CGB8 - LHB"
"CGB8","LHCGR","CGB8 - LHCGR"
"CGB8","MMP3","CGB8 - MMP3"
"CGB8","MMP7","CGB8 - MMP7"
"CGB8","MMP9","CGB8 - MMP9"
"CGB8","NR1I2","CGB8 - NR1I2"
"CGB8","NR3C1","CGB8 - NR3C1"
"CGB8","NR3C2","CGB8 - NR3C2"
"CGB8","NR5A1","CGB8 - NR5A1"
"CGB8","PAEP","CGB8 - PAEP"
"CGB8","PGR","CGB8 - PGR"
"CGB8","PLAT","CGB8 - PLAT"
"CGB8","PRL","CGB8 - PRL"
"CGB8","PTHLH","CGB8 - PTHLH"
"CGB8","SFRP4","CGB8 - SFRP4"
"CGB8","SMO","CGB8 - SMO"
"CGB8","SOD1","CGB8 - SOD1"
"CGB8","TFF1","CGB8 - TFF1"
"CGB8","TGFB1","CGB8 - TGFB1"
"CGB8","VEGFA","CGB8 - VEGFA"
"CHAD","COL2A1","CHAD - COL2A1"
"CHGA","NTRK1","CHGA - NTRK1"
"CHGA","SCG3","CHGA - SCG3"
"CHGB","FGFR3","CHGB - FGFR3"
"CHGB","S100A8","CHGB - S100A8"
"CHI3L1","HNF4A","CHI3L1 - HNF4A"
"CHID1","ERBB2","CHID1 - ERBB2"
"CHID1","ESR1","CHID1 - ESR1"
"CHID1","TCTN1","CHID1 - TCTN1"
"CHL1","ITGA10","CHL1 - ITGA10"
"CHL1","ITGA1","CHL1 - ITGA1"
"CHL1","ITGA2","CHL1 - ITGA2"
"CHL1","ITGB1","CHL1 - ITGB1"
"CHL1","NRP1","CHL1 - NRP1"
"CHRD","PLSCR1","CHRD - PLSCR1"
"CHRDL2","GDF5","CHRDL2 - GDF5"
"CHRM4","F10","CHRM4 - F10"
"CHRNA1","CHRNB1","CHRNA1 - CHRNB1"
"CHRNA10","CHRNA9","CHRNA10 - CHRNA9"
"CHRNA2","CHRNA7","CHRNA2 - CHRNA7"
"CHRNA2","CHRNB2","CHRNA2 - CHRNB2"
"CHRNA2","CHRNB3","CHRNA2 - CHRNB3"
"CHRNA2","CHRNB4","CHRNA2 - CHRNB4"
"CHRNA3","ATP1B1","CHRNA3 - ATP1B1"
"CHRNA3","ATP1B3","CHRNA3 - ATP1B3"
"CHRNA3","CHRNA5","CHRNA3 - CHRNA5"
"CHRNA3","CHRNA6","CHRNA3 - CHRNA6"
"CHRNA3","CHRNA7","CHRNA3 - CHRNA7"
"CHRNA3","CHRNB2","CHRNA3 - CHRNB2"
"CHRNA3","CHRNB3","CHRNA3 - CHRNB3"
"CHRNA3","CHRNB4","CHRNA3 - CHRNB4"
"CHRNA3","CHRND","CHRNA3 - CHRND"
"CHRNA3","CHRNE","CHRNA3 - CHRNE"
"CHRNA3","CHRNG","CHRNA3 - CHRNG"
"CHRNA4","ATP1B1","CHRNA4 - ATP1B1"
"CHRNA4","ATP1B3","CHRNA4 - ATP1B3"
"CHRNA4","CHRNA5","CHRNA4 - CHRNA5"
"CHRNA4","CHRNA6","CHRNA4 - CHRNA6"
"CHRNA4","CHRNA7","CHRNA4 - CHRNA7"
"CHRNA4","CHRNB3","CHRNA4 - CHRNB3"
"CHRNA4","FCGRT","CHRNA4 - FCGRT"
"CHRNA5","CHRNA7","CHRNA5 - CHRNA7"
"CHRNA5","CHRNB2","CHRNA5 - CHRNB2"
"CHRNA5","CHRNB4","CHRNA5 - CHRNB4"
"CHRNA6","CHRNA7","CHRNA6 - CHRNA7"
"CHRNA6","CHRNB2","CHRNA6 - CHRNB2"
"CHRNA6","CHRNB3","CHRNA6 - CHRNB3"
"CHRNA6","CHRNB4","CHRNA6 - CHRNB4"
"CHRNA7","CACNB1","CHRNA7 - CACNB1"
"CHRNA7","CHRNA9","CHRNA7 - CHRNA9"
"CHRNA7","CHRNB2","CHRNA7 - CHRNB2"
"CHRNA7","CHRNB3","CHRNA7 - CHRNB3"
"CHRNA7","CHRNB4","CHRNA7 - CHRNB4"
"CHRNA7","ITGA2B","CHRNA7 - ITGA2B"
"CHRNA7","ITGB3","CHRNA7 - ITGB3"
"CHRNB1","CHRND","CHRNB1 - CHRND"
"CHRNB1","CHRNE","CHRNB1 - CHRNE"
"CHRNB1","CHRNG","CHRNB1 - CHRNG"
"CHRNB2","ATP1B1","CHRNB2 - ATP1B1"
"CHRNB2","ATP1B3","CHRNB2 - ATP1B3"
"CHRNB2","CHRNB3","CHRNB2 - CHRNB3"
"CHRNB2","CHRND","CHRNB2 - CHRND"
"CHRNB2","CHRNG","CHRNB2 - CHRNG"
"CHRNB2","CRELD2","CHRNB2 - CRELD2"
